	cluster_0	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7	cluster_8	cluster_9	cluster_10	cluster_11	cluster_12	cluster_13	cluster_14	cluster_15	cluster_16	cluster_17	cluster_18	cluster_19	cluster_20	cluster_21	cluster_22	cluster_23	cluster_24	cluster_25	cluster_26	cluster_27	cluster_28
BBHOX_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BCDO_pos	13.419078440658367	13.51639388074972	13.9025000329374	13.609042249987558	13.725717510031378	13.962814541177517	14.703920340637382	14.970851946075625	13.24769366496355	13.563813818930631	13.514196328728998	13.604316589933129	13.71902081496787	13.500309849914515	13.76457724461959	14.524748241664062	13.78244483033988	13.726144154803324	13.583841705701175	14.26907289856039	13.706103912651953	13.885028613341008	13.525448377144723	13.403242632390755	13.710780891484749	14.040171969659584	13.394671926885426	13.556070971237723	13.446960305015276
BCRNe_pos	8.184026494097772	7.809174865036674	9.108053476128028	8.26129213203419	9.983294455656392	8.987092518504635	10.634979770742708	10.725611679310294	10.118986955104544	7.962018007607364	8.004466243345133	7.604234614227509	7.890216717371432	10.283140469956944	8.006781911753613	10.51266213410398	9.864816671110844	8.164782078544324	7.927209073717057	10.510745948450518	8.418734589881186	9.854388234212792	10.415297136745613	9.027791771764344	8.186324208975785	10.512947827163677	10.851679734406096	8.105117406639208	8.284391805872813
BDG2HCGHD_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BDHm_neg	8002.954600789364	7756.857371839112	10556.339741518625	7736.317185673684	10499.382337109488	9719.829036630224	9426.115843910224	11567.058145821557	10670.207544801153	7931.663461612119	7880.254726511182	7783.669481901626	7935.986253758503	10267.41155895537	7835.276593851076	11036.250841736102	9773.952930306696	7870.737686661475	7982.244123797031	9112.203295355332	7716.351101642333	10248.825087454295	8665.190591128128	7763.487162152319	7855.983017252531	9625.264779653044	9849.799914585312	7913.766328634892	8054.33252723944
BDHm_pos	5.738254413333861	5.659087657994522	6.129185047264056	5.7583712632630855	6.646973022003324	5.833435003769161	7.799067309531448	7.603312165413061	6.885191794414449	5.752095646099686	5.698291950550366	5.73143640747349	5.874181840516418	5.777814150072295	5.751697540310479	8.171793034752337	5.826611191838418	5.761621460533547	5.748695885105466	8.147153030497625	5.849572546086262	7.2272606026237	5.888488840968268	5.864797322483794	5.767488297072489	6.425502172945664	6.126244415226707	5.807122698341792	5.799388262260696
BDMT_L_pos	13948.5192074041	14013.856717804418	16589.209710605068	13979.278899848932	17896.536006258306	18037.73785521673	17410.692287895807	17430.563136146593	16447.09377641886	14180.956248925344	14114.369175063908	14048.05960401853	14044.473545973138	16280.746171519502	14077.427299820614	17138.862866187814	15713.593386272349	14088.942887643589	14179.62875666431	16013.164574353885	14112.525308442342	15824.540176339004	16759.161917126738	14174.718512847969	14054.482160467704	15383.423482836495	16238.03945977463	14041.784556065257	14115.985067699268
BDMT_U_pos	13948.519207404035	14013.856717804369	16589.209710605024	13979.278899848854	17896.536006258248	18037.73785521665	17410.692287895723	17430.56313614655	16447.093776418802	14180.956248925258	14114.369175063854	14048.059604018468	14044.473545973076	16280.74617151947	14077.427299820556	17138.862866187785	15713.593386272289	14088.942887643529	14179.628756664244	16013.164574353845	14112.525308442277	15824.54017633894	16759.161917126654	14174.718512847912	14054.482160467633	15383.42348283644	16238.039459774587	14041.784556065186	14115.985067699225
BETALDHxm_pos	9132.79199192314	9153.603449762357	11961.136105123369	9148.21036500798	11580.594232313164	11121.88706085168	10580.92761669791	11951.268230328727	11014.281805502742	9148.024634803343	9166.933596894794	9112.905450418526	9198.274231398482	10635.99394148916	9182.4975653142	11855.623494980751	11072.109814460262	9134.253559074268	9145.008757048552	10587.226554876215	9334.69242359338	10856.690512552035	10428.591398473169	9146.668081008382	9170.647678159594	10317.97317599363	11096.87743059874	9144.82252314068	9335.8980566332
BGLUGCHe_pos	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8
BGLUTCHLe_pos	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8
BGLUTDECHOe_pos	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8
BHBt_neg	1255.764370183564	1275.1787555627752	1403.3605493983794	1305.3762083037038	1187.3710263549003	1274.8122058835354	2213.4545258100284	2539.020694880906	1165.5328041854473	1270.837095615432	1277.9503944916958	1321.3351959186402	1344.5743779256975	1231.775253480008	1319.2822902091684	2850.0	1290.2602093393496	1351.5881425633306	1305.435351117276	2308.3964132102	1355.6462816576388	1341.3857819426755	1193.1978049656989	1244.7023240265733	1340.1772775196584	1388.5960227983292	1223.4465126283158	1269.6076982454672	1265.5126999464549
BHBt_pos	1255.764370183564	1275.1787555627752	1403.3605493983794	1305.3762083037038	1187.3710263549003	1274.8122058835354	2213.4545258100284	2539.020694880906	1165.5328041854473	1270.837095615432	1277.9503944916958	1321.3351959186402	1344.5743779256975	1231.775253480008	1319.2822902091684	2850.0	1290.2602093393496	1351.5881425633306	1305.435351117276	2843.071476923301	1355.6462816576388	1341.3857819426755	1193.1978049656989	1244.7023240265733	1340.1772775196584	1388.5960227983292	1223.4465126283158	1269.6076982454672	1265.5126999464549
BHBtm_neg	8002.95460078946	7756.857371839183	10556.33974151876	7736.317185673758	10499.382337109584	9719.82903663036	9426.115843910322	11567.058145821691	10670.207544801286	7931.663461612188	7880.254726511267	7783.66948190171	7935.98625375859	10267.411558955471	7835.276593851179	11036.25084173627	9773.952930306808	7870.737686661549	7982.244123797117	9112.203295355408	7716.351101642405	10248.825087454436	8665.190591128234	7763.487162152393	7855.983017252603	9625.264779653158	9849.799914585436	7913.766328634982	8054.33252723951
BHBtm_pos	5.738254413333861	5.659087657994522	6.129185047264056	5.7583712632630855	6.646973022003324	5.833435003769161	7.799067309531448	7.603312165413061	6.885191794414449	5.752095646099686	5.698291950550366	5.73143640747349	5.874181840516418	5.777814150072295	5.751697540310479	8.171793034752337	5.826611191838418	5.761621460533547	5.748695885105466	8.147153030497625	5.849572546086262	7.2272606026237	5.888488840968268	5.864797322483794	5.767488297072489	6.425502172945664	6.126244415226707	5.807122698341792	5.799388262260696
BHMT_pos	10191.226691651224	10213.88892074364	13084.143041983882	10200.424257146427	12880.508485941273	12421.355193701183	11853.883508890867	13368.862681888348	12347.34010016478	10223.981385156278	10229.883627306748	10186.222986998751	10236.136262161372	11923.627948636107	10252.77735772628	13030.828159911553	12158.65820840069	10208.5351479638	10198.42598829454	11792.396351525964	10384.80415421347	11784.95216540268	11728.14511805779	10196.867385549876	10247.81215069498	11439.95434068426	12153.418737863862	10192.757508088582	10387.052859158086
BILDGLCURt_neg	2247.427554588983	2269.487961771339	2277.0115122699776	2270.894756345145	2264.739653726137	2324.9728447755747	2260.85140591641	2321.5365225855003	2155.9634686840736	2278.223178974934	2272.83275960034	2273.121040380057	2277.61069876513	2269.1526745773976	2275.9736422405185	2238.0543214342274	2253.6087571320672	2269.912818885665	2268.925954759068	2254.652285992746	2266.768152605543	2262.555631501853	2256.87609314423	2224.377879108207	2275.51023858997	2261.155232767862	2263.7772517355406	2280.105389219481	2263.9796242455404
BILDGLCURt_pos	2307.2187411830537	2297.0062348343126	2279.159627975646	2289.082957082723	2346.6154038426685	2362.9846696516006	2376.397125600866	2327.269886169768	2318.435617640218	2280.8967697809994	2290.6069617401618	2297.6965388431763	2300.7998757186024	2269.1526745773976	2338.9807940982464	2419.337382714769	2282.542937077186	2307.510404135483	2312.1083610271908	2316.782161026356	2298.1062893664007	2315.891592965608	2267.741227458007	2262.465499835442	2288.303514317324	2306.1821646756434	2263.7772517355406	2289.2186609015034	2307.75795189522
BILDGLCURte_pos	6630.518458472932	6709.628229670154	8067.291381104081	6628.793430727217	7771.94018232575	8713.859250454754	7541.494779212588	8424.483163508057	8061.199065712221	6665.132781222002	6622.893628335291	6617.928129028434	6678.5791745433135	7620.005628061371	6746.522377249544	7957.212429123208	7696.735585856953	6663.579300774633	6679.830937546927	7687.995436992721	6753.3049129661895	7451.994594726533	7322.137343038807	6568.150857164411	6650.1408928349065	7940.255358428562	7460.292488843513	6729.723614482271	6698.217748615114
BILDGLCURtr_neg	7150.971416094637	7124.781199638307	9280.107723660552	7075.602438285187	9355.6717139487	8971.892925784143	8221.862133193667	10002.75868018498	9700.810693431076	7250.680192110175	7238.1012956040995	7158.714911710463	7147.677395935781	9008.631825851136	7271.465408652659	9845.82286308466	8993.760242379962	7209.900503723	7177.400986490626	8054.157345529297	7170.008960255557	9207.487213361052	7879.732182761536	7212.450505801391	7221.298783890447	8483.110132249085	9214.95740125021	7174.689144073621	7490.623260875388
BILDGLCURtr_pos	11490.964745154695	11371.468919676929	13287.01701450118	11474.928466310996	12626.021226651204	13051.328349135238	12933.790812233205	13813.343847927332	12980.198428472531	11381.416706249796	11407.612681279954	11364.033065063064	11406.43491863032	13156.728989831212	11411.757961827629	13507.041319355762	12351.364705794782	11386.380566576623	11412.14235848917	12872.805944018432	11456.30902364407	12014.7839950778	12754.953667680453	11614.242346496523	11390.576900240192	11944.686104340451	12969.993278085538	11408.981649134254	11475.8201046225
BILGLCURt_neg	2247.427554588983	2269.487961771339	2277.011512269978	2270.894756345145	2264.739653726137	2324.9728447755747	2260.85140591641	2321.5365225855003	2155.9634686840736	2278.223178974933	2272.832759600339	2273.121040380057	2277.61069876513	2269.1526745773976	2275.9736422405185	2238.0543214342274	2253.6087571320672	2269.9128188856653	2268.925954759068	2254.652285992746	2266.768152605543	2262.5556315018525	2256.87609314423	2224.377879108207	2275.5102385899704	2261.155232767862	2263.7772517355406	2280.105389219481	2263.9796242455404
BILGLCURt_pos	2307.2187411830537	2297.0062348343126	2279.159627975646	2289.082957082723	2346.6154038426685	2362.9846696516006	2376.397125600866	2327.269886169768	2318.435617640218	2280.8967697809994	2290.6069617401618	2297.6965388431763	2300.7998757186024	2269.1526745773976	2338.9807940982464	2419.337382714769	2282.542937077186	2307.510404135483	2312.1083610271908	2316.782161026356	2298.1062893664007	2315.891592965608	2267.741227458007	2262.465499835442	2288.303514317324	2306.1821646756434	2263.7772517355406	2289.2186609015034	2307.75795189522
BILGLCURte_pos	6630.51845847293	6709.628229670154	8067.291381104087	6628.793430727223	7771.940182325748	8713.85925045476	7541.494779212595	8424.483163508057	8061.199065712221	6665.132781222004	6622.893628335287	6617.92812902843	6678.579174543314	7620.005628061376	6746.522377249544	7957.212429123208	7696.735585856953	6663.579300774626	6679.830937546929	7687.995436992722	6753.304912966195	7451.99459472653	7322.137343038808	6568.150857164414	6650.140892834903	7940.255358428563	7460.292488843513	6729.723614482271	6698.217748615114
BILGLCURtr_neg	7242.003119886761	7223.646775537429	9440.06082392033	7165.465270077101	9531.909773043082	9097.218344423383	8344.174383694808	10152.71655112951	9841.100606109674	7357.412018669638	7339.0643965841455	7270.375807267323	7253.114128708949	9131.896240896784	7373.6184937542	10017.591888939698	9121.302465329589	7307.683425791391	7269.745803709434	8187.272966221919	7283.379851139396	9362.034951271266	7996.048912928612	7295.288684359887	7320.176037114456	8619.96438607117	9360.80660697109	7276.8183565811905	7607.894690356496
BILGLCURtr_pos	10.708593186807084	10.717318949195862	10.68863199585538	10.726797759162304	11.049671088937762	10.912527460230868	11.095107175322626	11.105274418387028	10.905493843494543	10.828257027419784	10.764571221036832	10.763247077277477	10.870842739500668	10.907343084077633	10.781537113683518	10.918269379547077	10.92722608784164	10.734337785085389	10.744140405038262	10.881925217604866	10.775509059892585	11.0709815342041	11.054659143788491	10.91076153353404	10.748379070659707	10.924328039650115	10.89987351420214	10.825439247563176	10.745487141449711
BILIRED_pos	7470.462337805876	7464.279813779947	9755.239757857546	7395.343840621362	9850.809402611403	9382.060323570478	8638.717973274648	10460.087656098163	10129.177745485737	7613.47763822451	7594.811836590139	7523.590465038058	7502.183615869643	9405.2884553311	7632.021212340708	10349.93550903332	9397.457184800654	7555.456293072092	7517.213483657193	8477.034847111658	7543.331077386482	9647.77060695194	8271.577723492124	7523.389097688546	7560.486240087461	8893.582744657453	9658.764212268366	7526.524914802791	7865.187643299029
BILIRUBt2_neg	2102.612821307744	2131.016839042272	2138.3783598787195	2109.5427805803783	2053.821787414301	2216.6666666666665	2216.6666666666665	2041.0961480296717	2041.5445116822195	2114.744947555744	2117.231785863869	2131.007680894128	2166.739060441322	2216.6666666666665	2176.4290179334803	2086.649498623108	2216.6666666666665	2139.826925530693	2120.6166568459616	2216.6666666666665	2204.6500185808845	2039.4493954744348	2216.6666666666665	2062.3721358124194	2115.170663585503	2131.742912130549	2216.6666666666665	2139.268741193691	2086.5436923808197
BILIRUBt2_pos	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0	2850.0
BILIRUBtr_neg	3190.833135142816	3062.174096383548	3484.150406855553	3163.1573052890444	3099.5199068011816	3387.4690986805117	3800.0	3800.0	3317.0795323421	3014.3372949210493	3095.2410724036818	3050.703576972884	3044.623940471554	3800.0	3036.090273555178	3800.0	3024.8479755811063	3046.9896487371543	3058.59497745568	3676.176877659888	3077.264383866076	2998.632661554197	3800.0	3296.6425546496057	3042.2604487271583	3054.430745911912	3800.0	3071.016984339033	3067.269350411005
BILIRUBtr_pos	3190.833135142816	3062.174096383548	3484.150406855553	3163.1573052890444	3099.5199068011816	3387.4690986805117	3800.0	3800.0	3317.0795323421	3014.3372949210493	3095.2410724036818	3050.703576972884	3044.623940471554	3800.0	3036.090273555178	3800.0	3024.8479755811063	3046.9896487371543	3058.59497745568	3676.176877659888	3077.264383866076	2998.632661554197	3800.0	3296.6425546496057	3042.2604487271583	3054.430745911912	3800.0	3071.016984339033	3067.269350411005
BIOCYTtn_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BIOCYTtn_pos	13571.515740117278	13349.487166093586	15119.038955148975	13336.344207187934	16742.96913218917	15825.057479745536	15269.23920061712	15970.29505839816	15468.685951976404	13493.529986375534	13470.996470849255	13404.38877660391	13311.398723573571	14850.53899482777	13348.483480315394	15801.902329522323	15338.41628201508	13367.568533580174	13755.415769729696	14323.964240221345	13192.373962983798	15296.342786874176	14555.573049080334	13336.361959767406	13517.70340609925	14298.428892300812	15365.319873743676	14013.165236077344	13824.46303118348
BMTer_L_pos	54.35902472956696	54.53977047780273	66.95435071926316	53.95454243420564	73.79139109915783	72.28980848865903	69.26385225485383	66.3888016171729	61.17881313554015	54.39820511443244	55.27909954765634	54.28101165718861	54.39308352310067	67.40661819515104	55.01774040824404	65.68299316692963	64.038929993682	54.79243731936816	56.841870557028415	64.78934159720609	55.67017440623054	63.1177701001532	64.0265499977179	54.69973967764038	53.91002958020417	61.33426599789448	58.40700546941191	54.06087184110914	54.84931193184038
BMTer_U_pos	54.35902472956696	54.53977047780273	66.95435071926315	53.95454243420564	73.79139109915783	72.28980848865903	69.26385225485383	66.3888016171729	61.17881313554015	54.39820511443244	55.27909954765635	54.28101165718861	54.39308352310067	67.40661819515104	55.01774040824403	65.68299316692963	64.038929993682	54.79243731936816	56.84187055702841	64.78934159720609	55.67017440623053	63.1177701001532	64.02654999771786	54.69973967764038	53.91002958020417	61.33426599789448	58.4070054694119	54.06087184110914	54.849311931840376
BPNT2_pos	5793.169543201387	5860.504977468041	8025.5482377662065	5839.649010529677	6968.199032262197	7166.394856811691	7436.773445989612	7612.367331869221	7149.48146283244	6150.827979416286	5977.311291877929	5892.100762553169	5975.841435385336	7673.586168886814	5961.634960944884	8011.069001490378	6905.213468595276	5881.810794359119	5960.788958533216	7551.231855975345	5915.475671046983	6480.488174337851	7280.103430516792	6400.566760268999	5950.557931688945	7139.885279307393	6770.881396208612	5945.456171794973	6050.015929331856
BPNT_pos	9492.973123677348	9259.780496698051	12930.495061704114	9198.07327101646	12442.484755726777	12276.251618295468	12746.590337171918	11128.374867920907	10907.153392073931	9480.374874739418	9387.887564468228	9223.61012809524	9333.389626338776	11736.794874361463	9283.034285757009	12536.983222846622	10701.174473069528	9214.441174484677	10042.602439080403	12144.994183101582	9354.536848655218	10788.357081048483	12965.888456362218	9827.580566758445	9323.541616924114	11185.078635013837	10462.84164713704	9318.578427016946	9396.600637016223
BTND1_pos	9771.515740117253	9549.48716609357	11319.03895514899	9536.344207187913	12942.96913218919	12025.057479745554	11469.239200617125	12170.295058398176	11668.685951976384	9693.529986375548	9670.996470849264	9604.388776603912	9511.398723573566	11050.538994827764	9548.483480315395	12001.902329522338	11538.416282015083	9567.568533580146	9955.41576972968	10523.964240221338	9392.373962983798	11496.34278687417	10755.57304908036	9536.3619597674	9717.703406099254	10498.42889230081	11565.31987374364	10213.165236077344	10024.463031183464
BTND1n_pos	13571.515740117278	13349.487166093586	15119.038955148975	13336.344207187934	16742.96913218917	15825.057479745536	15269.239200617129	15970.295058398162	15468.685951976408	13493.529986375534	13470.996470849264	13404.38877660391	13311.398723573571	14850.53899482777	13348.483480315394	15801.902329522329	15338.41628201508	13367.568533580174	13755.415769729696	14323.964240221345	13192.373962983798	15296.342786874173	14555.573049080334	13336.361959767408	13517.70340609925	14298.428892300812	15365.319873743676	14013.165236077344	13824.463031183484
BTNDe_pos	4.299748969581328	4.079407246878746	4.021560338223278	4.121274056231508	4.75	4.75	4.75	4.75	4.75	4.195415881636677	4.153231254705076	4.150138282419891	4.06298275055485	4.75	4.002617656149074	4.75	4.75	4.06801289210774	4.464804658458784	4.75	3.971349389759044	4.75	4.166153960812061	4.066015305755811	4.211807537355535	4.008964705627616	4.75	4.737209379012389	4.328057906932589
BTNDm_pos	13097.860070496148	12990.647051070791	15371.50296443542	12941.663034931147	16813.798555900885	17688.359093592273	15022.235840351568	17451.458661186654	16687.002154198413	13071.518166612608	13047.03874213951	12969.297849141522	12955.498821108222	15851.999255377745	12966.421639314258	17081.59592375101	16203.749021938334	12975.617046798834	13272.607155472657	15036.016619032942	12871.546218033687	15400.792972979005	15083.584827259372	12906.104395274937	13138.993036613656	14319.218841461055	16479.333778708366	13562.459055012288	13543.930983061658
BTNPL_pos	9771.515740117253	9549.487166093571	11319.03895514899	9536.344207187913	12942.969132189182	12025.057479745554	11469.239200617118	12170.295058398173	11668.685951976378	9693.529986375554	9670.996470849255	9604.388776603908	9511.398723573568	11050.538994827764	9548.4834803154	12001.902329522338	11538.416282015083	9567.568533580146	9955.415769729689	10523.964240221349	9392.373962983802	11496.342786874167	10755.57304908035	9536.3619597674	9717.703406099256	10498.428892300806	11565.31987374365	10213.165236077364	10024.46303118347
BTNPLm_pos	13097.860070496148	12990.647051070791	15371.50296443542	12941.663034931147	16813.798555900885	17688.359093592273	15022.235840351568	17451.458661186654	16687.002154198413	13071.518166612608	13047.03874213951	12969.297849141522	12955.498821108222	15851.999255377745	12966.421639314258	17081.59592375101	16203.749021938334	12975.617046798834	13272.607155472657	15036.016619032942	12871.546218033687	15400.792972979005	15083.584827259372	12906.104395274937	13138.993036613656	14319.218841461055	16479.333778708366	13562.459055012288	13543.930983061658
BTNTe_pos	1501.8365226087903	1507.1163235903696	1548.8056857758334	1515.5865271917637	1484.598128645902	1506.6976870596416	1900.0	1900.0	1478.8832010463618	1506.5950376183748	1508.7091207664844	1518.5135611791472	1527.260900807843	1495.9849936518988	1519.2642207585368	1900.0	1511.7845918074113	1527.4398252852343	1515.051440492732	1900.0	1535.8195502407866	1522.846445485669	1486.4215356314949	1499.6128667554524	1524.2645687186248	1534.6490056995822	1498.201330558768	1505.3130185558691	1505.990698112047
BTNt2_neg	1776.004828638475	1882.099809481514	2270.296264956186	1890.3641066913865	2177.204848790813	2196.688008416724	2652.9958793979304	2959.9215104032405	1816.5157899718388	1918.947632494808	1953.785705415748	1879.14632711532	2049.0953609220915	2149.801839362466	1995.270739949606	2667.328318634203	1780.0712832164422	1974.2474423749989	1980.76773360712	2533.0994638203715	1904.3467768472328	1949.1691994944977	1662.1636718884347	1886.8916228912792	1974.7552129770436	1961.183982822457	1982.1038775543504	2021.411707763728	1874.0579289184384
BTNt2_pos	1626.4593590902025	1664.3888084903335	1733.9538182539263	1646.1096194060772	1623.2005530413085	1655.0416912680037	2449.090816416857	2453.978906171499	1608.7114577508	1646.4495039917194	1656.2604782789704	1640.2805181882334	1693.037135188123	1620.8859133331316	1680.4904418489832	2432.0485925772305	1661.813668418321	1694.3694083611813	1677.1108018473058	2432.199281721834	1707.1249617873668	1673.744239434196	1599.6599567736266	1637.2111222312028	1691.9436071700918	1713.0647116359926	1629.746203095152	1654.192969456216	1649.3521632494774
BTNt2m_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BTNt2m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BTNt3i_pos	6030.020335801525	6169.870883410534	8655.776250517689	6056.027683543252	7547.774512903766	8427.268507425626	8344.6933902956	9185.8080083536	8172.575754982364	6572.5755399067375	6892.130372647944	6140.245296517913	6508.394649217303	8113.558078795401	6346.637932693402	8914.631830317207	7849.673679598863	6258.055029976616	6268.358996165649	8330.455085447742	6659.062970921741	7538.034405169028	6660.485703767871	6196.005143424975	6168.755190928727	7504.487275852253	7810.064701773225	6244.6450113635065	6129.362397066679
BTNt3ile_pos	6099.33222654026	6256.933550628158	8841.681682891236	6125.75300940735	7751.136068066259	8664.765210305533	8806.55780748364	9548.407293106977	8416.789313275462	6771.281059327824	7061.829468134234	6186.095305897093	6635.054929589874	8265.454928765943	6667.303278250557	9389.631830317205	8034.087099192559	6509.178847471419	6518.514202104861	8620.766474590497	6735.259591471318	7612.406765794247	6795.498239709257	6403.529034610922	6258.178994767439	7706.3230901235	8001.978059924349	6416.366735036182	6188.643065067644
BTNt4i_pos	1776.004828638475	1882.099809481514	2270.296264956186	1890.3641066913865	2177.204848790813	2196.688008416724	2176.9876147908058	2408.344419328729	1816.5157899718388	1918.947632494808	1953.785705415748	1879.14632711532	2049.0953609220915	2149.801839362466	1995.270739949606	2197.4440662044058	1780.0712832164425	1974.2474423749989	1980.76773360712	2142.532504790736	1904.346776847232	1949.1691994944977	1662.1636718884347	1886.8916228912792	1974.7552129770436	1961.183982822457	1982.1038775543504	2021.411707763728	1874.0579289184384
BTNtn_neg	13571.515740117278	13349.487166093586	15119.038955148975	13336.344207187934	16742.96913218917	15825.057479745536	15269.23920061712	15970.295058398164	15468.685951976404	13493.52998637554	13470.996470849255	13404.38877660391	13311.39872357357	14850.53899482777	13348.483480315395	15801.902329522323	15338.41628201508	13367.568533580174	13755.415769729696	14323.964240221338	13192.373962983798	15296.342786874176	14555.573049080334	13336.36195976741	13517.70340609925	14298.428892300812	15365.319873743676	14013.165236077344	13824.46303118348
BTNtn_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUP2_pos	9745.984892729692	9603.856294572428	13505.562220625709	9520.277962610851	12891.233820023092	12436.970730648392	12215.114591345013	13284.15137041303	12603.528272363612	9689.680089216434	9655.293967510432	9659.85490248624	9670.432110260925	11948.124551724237	9652.176648013035	12956.019295571596	11709.588836473597	9655.68601087399	9768.709918564027	11600.21136476576	9732.411520913907	11613.201980839864	12490.686289170251	9587.387438450787	9597.713570358785	11470.023981271204	11722.526870427337	9718.526068225638	9855.389555349931
BUTt2m_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BUTt2m_pos	8.172165770874853	8.100525516393176	9.107878054084876	8.190149354764658	9.724135604826154	8.941663439506437	9.859980508228691	10.726739121646858	8.729247512274998	8.109559177122183	8.115854880470367	8.203099607768582	8.176815027616794	8.948553322533336	8.151211459389808	11.420362052059955	8.237220379723349	8.214353292175085	8.16075551235415	10.40218165422988	8.277944279447665	9.750556297232349	7.980953876057345	8.087392004628867	8.233587097446563	8.410588674950953	9.731996688008746	8.16635492462469	8.218059316850397
BUTt2r_neg	459.4374154011445	489.4114027435146	700.9719209500461	536.5492626872316	356.5672836467044	488.2075800028186	2213.4545258100284	2539.020694880906	323.299206278171	484.02717085218165	495.3686360246646	558.3623182769347	599.0961795413833	423.7452407838056	557.8107317262425	2850.0	513.829392954172	606.4677931337992	535.5382321027402	2308.3964132102	627.2853821392124	587.0786729140135	366.0408762286887	443.9280575374781	588.706414956908	657.8940341974937	419.849173745852	480.23373535720543	477.49409617054926
BUTt2r_pos	459.4374154011445	489.4114027435146	700.9719209500461	536.5492626872316	356.5672836467044	488.2075800028186	2213.4545258100284	2539.020694880906	323.299206278171	484.02717085218165	495.3686360246646	558.3623182769347	599.0961795413833	423.7452407838056	557.8107317262425	2850.0	513.829392954172	606.4677931337992	535.5382321027402	2843.071476923301	627.2853821392124	587.0786729140135	366.0408762286887	443.9280575374781	588.706414956908	657.8940341974937	419.849173745852	480.23373535720543	477.49409617054926
BVITEt_pos	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85	2.85
BZt_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BZt_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BZtr_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BZtr_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
